jud,rural,roma,II1,II13,II15,V4,V5_1,V5_2,V5_3,V5_4,V5_5,V5_6,VII1_3,VII2_3
BIHOR,0,0.150755494505495,13,1,2,2,0,1,0,0,1,1,0,0
CLUJ,1,,24,3,3,2,1,0,0,0,0,0,0,0
BACAU,0,0.00804063913393598,32,1,2,1,0,0,0,0,0,1,0,0
IASI,0,0.00461806716354316,20,2,3,1,0,1,0,1,1,0,0,0
ARAD,0,0.0577706455993087,40,1,1,2,0,0,0,1,1,1,0,0
BUCURESTI,0,0.0127187273323463,58,2,1,2,0,0,0,0,1,0,0,0
GALATI,1,,5,1,1,2,0,1,1,0,1,1,0,0
BUCURESTI,0,0.0127187273323463,25,1,3,2,1,0,0,0,0,0,0,0
PRAHOVA,0,0.018405081957915,53,1,3,2,0,1,1,0,1,0,0,0
ILFOV,1,,12,3,1,2,1,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,100,2,4,2,0,0,0,1,0,0,1,0
MEHEDINTI,0,0.00573493437814026,10,1,1,2,1,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,100,1,3,2,1,1,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,20,1,1,3,,,,,,,0,0
MEHEDINTI,1,,16,2,1,2,1,1,1,1,1,0,0,0
GORJ,0,0.0311957209409329,20,1,3,2,0,0,0,0,0,1,0,0
CARAS-SEVERIN,0,0.0149858188773828,10,1,3,3,,,,,,,0,0
MEHEDINTI,0,0.00573493437814026,7,1,1,1,0,1,0,0,1,0,0,0
VALCEA,0,0.012389446579841,13,1,1,1,0,1,1,0,1,0,0,0
CARAS-SEVERIN,0,0.0149858188773828,7,2,1,2,0,0,0,0,1,0,0,0
BACAU,0,0.00804063913393598,27,3,3,3,,,,,,,0,0
OLT,0,0.0243140120149375,100,2,1,1,0,1,0,0,1,0,1,0
BUCURESTI,0,0.0127187273323463,9,1,3,2,1,0,0,0,0,0,0,0
BACAU,0,0.00804063913393598,35,1,3,3,,,,,,,0,0
ALBA,0,0.0168477056085125,37,1,2,2,1,1,0,0,1,0,0,0
VALCEA,0,0.012389446579841,39,2,1,3,,,,,,,0,0
SALAJ,0,0.0130313930673643,41,2,1,1,1,0,0,0,0,0,0,0
BACAU,0,0.00804063913393598,11,2,1,2,0,0,1,0,0,0,0,0
VASLUI,1,,9,1,1,5,,,,,,,0,0
GORJ,0,0.0311957209409329,55,3,3,2,1,0,0,1,1,0,0,0
MEHEDINTI,0,0.00573493437814026,50,1,1,3,,,,,,,0,0
VASLUI,0,0.0130322995339868,10,2,1,2,0,1,0,0,1,0,0,0
MEHEDINTI,0,0.00573493437814026,62,2,1,1,1,0,0,0,0,0,0,0
MARAMURES,0,0.0242448176799003,10,1,1,3,,,,,,,0,0
ALBA,0,0.0168477056085125,36,3,2,3,,,,,,,0,0
HUNEDOARA,0,0.0160927793213249,72,2,1,1,1,1,0,0,0,1,0,0
NEAMT,0,0.0251855147537858,20,2,3,2,0,0,0,0,1,0,0,0
TIMIS,0,0.00720063761371236,8,3,1,2,1,1,1,1,1,0,0,0
SATU MARE,0,0.0118774264346511,91,1,2,2,1,1,0,0,0,1,0,0
BACAU,0,0.00804063913393598,13,2,3,4,,,,,,,0,0
COVASNA,0,0.00684872723527695,10,1,1,3,,,,,,,0,0
SIBIU,0,0.00387084962533837,20,1,3,2,0,1,1,0,1,0,0,0
SALAJ,0,0.0130313930673643,8,1,1,1,1,0,0,0,0,0,0,0
VALCEA,0,0.012389446579841,18,3,1,2,1,1,1,0,1,0,0,0
ARAD,0,0.015784484603859,60,3,1,2,1,0,0,0,0,0,0,0
IASI,0,0.00461806716354316,20,2,1,1,0,0,1,0,0,0,0,0
DOLJ,0,0.0200611325030765,89,2,1,2,0,0,0,1,0,0,0,0
MURES,0,0.0225717899335997,5,2,3,2,1,0,0,0,0,0,0,0
OLT,0,0.0243140120149375,31,2,1,3,,,,,,,0,0
VALCEA,0,0.012389446579841,61,1,1,2,1,1,0,0,1,0,0,0
DOLJ,0,0.0200611325030765,21,2,1,3,,,,,,,0,0
BACAU,0,0.00804063913393598,11,2,3,2,1,1,0,1,1,0,0,0
ARAD,0,0.015784484603859,16,2,3,2,1,0,0,0,1,0,0,0
OLT,0,0.0243140120149375,12,1,3,3,,,,,,,0,0
SIBIU,0,0.00387084962533837,15,3,3,2,0,0,0,0,1,0,0,0
DOLJ,0,0.0200611325030765,30,1,4,2,0,1,1,0,1,0,0,0
VALCEA,0,0.012389446579841,5,2,3,1,1,1,1,1,1,1,0,0
MEHEDINTI,0,0.00573493437814026,10,3,3,4,,,,,,,0,0
OLT,0,0.0243140120149375,19,3,1,3,,,,,,,0,0
OLT,0,0.0243140120149375,43,1,3,3,,,,,,,0,0
DOLJ,0,0.0200611325030765,52,1,1,3,,,,,,,0,0
GORJ,0,0.0311957209409329,25,2,3,3,,,,,,,0,0
NEAMT,0,0.00907256988547215,15,3,1,2,0,1,0,1,0,1,0,0
COVASNA,1,,2,2,1,2,1,0,0,0,0,0,0,0
BOTOSANI,0,0.0113163348049374,13,1,1,3,,,,,,,0,0
SUCEAVA,0,0.00615512118210669,10,2,3,2,1,1,0,1,1,1,0,0
OLT,0,0.0243140120149375,11,1,3,3,,,,,,,0,0
BOTOSANI,0,0.0113163348049374,21,2,3,2,0,0,1,0,0,0,0,0
MEHEDINTI,0,0.00573493437814026,89,3,3,3,,,,,,,0,0
SUCEAVA,1,,50,1,1,1,0,1,1,0,0,0,0,0
BACAU,0,0.00804063913393598,20,1,1,3,,,,,,,0,0
VALCEA,0,0.012389446579841,35,2,3,3,,,,,,,0,0
ILFOV,1,,14,1,1,1,1,0,0,0,0,0,0,0
MEHEDINTI,0,0.00573493437814026,2,1,1,4,,,,,,,0,0
BOTOSANI,0,0.0113163348049374,10,1,1,3,,,,,,,0,0
BOTOSANI,0,0.0113163348049374,12,2,1,1,1,1,0,1,1,1,0,0
BACAU,0,0.00804063913393598,50,3,1,5,,,,,,,0,0
DOLJ,0,0.0200611325030765,83,1,1,1,0,0,1,1,0,0,0,0
SUCEAVA,0,0.00615512118210669,12,2,3,2,1,1,0,1,1,1,0,0
ALBA,1,,31,3,3,2,0,0,0,0,1,0,0,0
DOLJ,0,0.0200611325030765,21,1,1,3,,,,,,,0,0
VRANCEA,0,0.0118903472659466,11,1,1,2,0,0,0,0,1,0,0,0
OLT,0,0.039283705231577,22,2,1,1,0,0,0,0,1,0,0,0
MARAMURES,0,0.0242448176799003,43,2,1,2,1,1,0,1,1,0,0,0
GORJ,0,0.0311957209409329,47,1,3,4,,,,,,,0,0
ARAD,0,0.015784484603859,5,1,3,3,,,,,,,0,0
GORJ,0,0.0311957209409329,10,3,3,2,1,1,0,0,0,0,0,0
IASI,0,0.00461806716354316,10,2,1,2,1,0,0,0,1,1,0,0
MURES,0,0.0225717899335997,30,3,3,4,,,,,,,0,0
VALCEA,0,0.012389446579841,15,1,3,1,1,1,0,0,1,0,0,0
TIMIS,0,0.00720063761371236,24,1,2,4,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,53,3,1,2,1,0,0,0,0,0,0,0
DOLJ,0,0.0200611325030765,10,1,3,1,1,1,1,1,1,0,0,0
MARAMURES,0,0.0242448176799003,23,1,4,2,0,0,0,0,0,0,0,0
BACAU,0,0.00804063913393598,23,1,3,3,,,,,,,0,0
BACAU,0,0.00628944894578987,50,2,3,3,,,,,,,0,0
ARAD,0,0.015784484603859,25,2,1,3,,,,,,,0,0
OLT,0,0.039283705231577,12,1,2,5,,,,,,,0,0
VALCEA,0,0.012389446579841,17,2,1,2,1,1,0,0,0,0,0,0
CARAS-SEVERIN,0,0.0212871287128713,15,1,1,2,0,0,0,0,1,0,0,0
SATU MARE,0,0.0118774264346511,35,1,1,1,0,0,0,0,1,0,0,0
BIHOR,0,0.0228043828911508,8,1,1,2,1,1,1,1,1,0,0,0
VALCEA,0,0.012389446579841,23,1,1,2,1,1,1,0,0,1,0,0
SATU MARE,0,0.0118774264346511,10,3,1,2,0,1,0,1,1,0,0,0
SIBIU,0,0.00275608635737253,53,2,1,3,,,,,,,0,1
VASLUI,0,0.0158615004122012,10,1,3,2,0,0,1,0,1,1,0,0
OLT,0,0.0243140120149375,89,2,1,2,0,1,0,0,1,0,0,0
BACAU,0,0.00804063913393598,50,1,2,2,1,0,0,1,1,1,0,0
OLT,0,0.0243140120149375,40,1,3,2,1,1,1,1,1,1,0,0
VALCEA,0,0.012389446579841,34,1,3,2,0,0,0,1,1,0,0,0
SIBIU,0,0.00387084962533837,30,2,1,3,,,,,,,0,0
BACAU,0,0.00804063913393598,26,2,3,3,,,,,,,0,0
SUCEAVA,0,0.00615512118210669,10,2,1,2,1,1,0,1,0,0,0,0
SUCEAVA,0,0.00828349615541771,10,1,1,3,,,,,,,0,0
MARAMURES,0,0.0242448176799003,20,1,3,2,0,1,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,38,2,1,1,1,0,0,0,1,0,0,0
MARAMURES,0,0.00513935560387428,7,2,3,1,0,1,0,0,0,0,0,0
NEAMT,0,0.0165117658690923,11,2,1,1,1,1,0,0,1,0,0,0
ARAD,0,0.015784484603859,40,3,1,4,,,,,,,0,0
MURES,0,0.0225717899335997,33,1,3,2,0,1,0,1,1,1,0,0
SATU MARE,0,0.0118774264346511,10,1,3,2,0,0,0,0,1,0,0,0
ARAD,0,0.015784484603859,3,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,89,3,3,2,0,1,1,1,1,0,0,0
NEAMT,0,0.00907256988547215,12,2,1,5,,,,,,,0,0
CLUJ,0,0.00995949288436951,20,1,1,2,0,1,0,1,1,0,0,0
SALAJ,0,0.0130313930673643,6,2,1,2,0,0,0,1,0,1,0,0
BUCURESTI,0,0.0127187273323463,51,1,3,2,1,0,0,0,0,0,0,0
ARAD,0,0.015784484603859,2,1,1,3,,,,,,,0,0
IASI,0,0.0139510397473019,51,2,1,2,0,1,0,0,1,0,0,0
CLUJ,0,0.00995949288436951,40,1,3,3,,,,,,,0,0
BIHOR,0,0.01063079676737,89,2,1,2,1,1,1,1,0,1,0,0
CLUJ,0,0.00995949288436951,0,2,1,2,1,1,1,1,1,0,0,0
BUCURESTI,0,0.0127187273323463,21,2,3,1,1,0,0,0,1,0,0,0
ILFOV,0,0.0680621201890615,50,1,1,1,1,1,0,0,1,0,0,0
VASLUI,0,0.0130322995339868,15,2,1,2,1,0,0,0,1,0,0,0
SIBIU,0,0.00387084962533837,20,3,3,2,1,1,1,0,1,0,0,0
MURES,0,0.102132340497546,12,1,3,1,0,0,0,0,1,0,0,0
CLUJ,0,0.0523026895727634,45,3,1,3,,,,,,,0,0
CONSTANTA,0,0.00791259257216147,40,1,2,1,0,0,0,0,1,1,0,1
MURES,0,0.0605306559416684,56,2,1,2,0,1,0,0,0,0,0,0
SALAJ,0,0.0130313930673643,5,1,3,3,,,,,,,0,0
SIBIU,0,0.00387084962533837,100,1,1,2,1,0,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,89,1,1,3,,,,,,,0,0
BIHOR,0,0.01063079676737,30,3,1,4,,,,,,,0,0
SUCEAVA,0,0.00753991720875222,25,2,1,2,1,0,0,0,1,1,0,0
BIHOR,0,0.01063079676737,40,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,68,2,3,3,,,,,,,0,0
BIHOR,0,0.01063079676737,30,2,3,2,1,1,1,1,1,0,0,0
BOTOSANI,0,0.0141886119674628,89,2,1,3,,,,,,,0,0
BRASOV,0,0.00321409129212436,12,1,1,3,,,,,,,0,0
SALAJ,0,0.0836337883080093,8,2,3,2,0,1,1,1,1,1,0,0
TIMIS,0,0.0227842659597335,30,1,1,2,1,1,1,0,1,0,0,0
TELEORMAN,0,0.0198271479410269,72,1,1,5,,,,,,,0,0
BRASOV,0,0.00321409129212436,1,1,3,2,1,0,0,1,1,0,0,0
SALAJ,0,0.0130313930673643,50,1,1,3,,,,,,,0,0
VASLUI,0,0.0130322995339868,3,3,4,2,1,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,20,1,1,3,,,,,,,0,0
BUZAU,0,0.0456143778081657,19,3,3,4,,,,,,,0,0
CONSTANTA,0,0.00841174408886253,20,1,1,2,1,1,0,0,1,0,0,0
ILFOV,0,0.00708771613019728,31,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,16,3,3,2,1,0,0,1,0,1,0,0
IASI,0,0.00461806716354316,35,3,1,2,0,1,0,0,1,1,0,0
IASI,0,0.00461806716354316,41,2,3,2,0,0,1,0,1,0,0,0
BISTRITA-NASAUD,0,0.0208769283176797,30,1,2,3,,,,,,,0,0
PRAHOVA,0,0.018405081957915,26,2,1,3,,,,,,,0,0
TIMIS,0,0.00720063761371236,3,1,2,2,0,0,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,38,2,1,2,1,0,0,0,1,0,0,0
SALAJ,0,0.0541450541450542,26,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,10,1,3,2,0,0,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,40,2,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,44,1,3,2,1,1,1,0,1,0,0,0
MARAMURES,0,0.0211663543159519,20,1,1,2,0,1,0,0,1,0,0,0
CLUJ,0,0.00995949288436951,40,1,1,3,,,,,,,0,0
MURES,0,0.0225717899335997,95,1,1,2,0,0,0,0,0,1,0,0
MARAMURES,0,0.0380213870302045,89,3,1,1,1,1,0,1,1,0,0,0
CLUJ,0,0.00995949288436951,40,3,3,3,,,,,,,0,0
SIBIU,0,0.0132017989264471,16,2,1,3,,,,,,,0,0
BRASOV,0,0.00321409129212436,73,3,3,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,26,2,3,2,0,1,0,0,1,0,0,0
BRASOV,0,0.00321409129212436,10,3,3,2,1,0,1,1,1,0,0,0
BUCURESTI,0,0.0127187273323463,28,1,1,2,0,1,0,0,1,1,0,1
BUCURESTI,0,0.0127187273323463,14,3,3,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,12,3,1,2,1,0,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,5,3,3,3,,,,,,,0,0
BRASOV,0,0.00321409129212436,9,2,1,4,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,40,3,3,1,0,0,0,0,1,0,0,0
BRAILA,0,0.0108123604939283,62,2,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,20,3,3,2,1,0,0,0,1,1,0,0
BUCURESTI,0,0.0127187273323463,33,2,3,2,0,0,0,0,0,1,0,0
BUCURESTI,0,0.0127187273323463,33,2,1,2,1,0,0,1,1,1,0,0
BUCURESTI,0,0.0127187273323463,5,2,4,2,0,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,100,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,6,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,33,1,3,1,1,0,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,85,2,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,53,3,1,2,1,0,0,0,0,0,0,0
BRASOV,0,0.00321409129212436,26,3,3,2,1,0,0,1,1,0,0,0
BUCURESTI,0,0.0127187273323463,30,1,3,2,1,1,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,51,1,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,55,2,1,1,1,1,1,1,1,0,0,0
BUCURESTI,0,0.0127187273323463,38,2,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,89,2,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,30,2,1,1,1,0,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,30,3,1,1,0,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,65,3,3,2,0,0,0,0,1,0,0,0
CALARASI,0,0.0313814918346329,60,1,1,3,,,,,,,0,0
BRASOV,0,0.00321409129212436,89,2,3,1,0,0,0,1,0,0,0,0
BUCURESTI,0,0.0127187273323463,89,3,3,2,1,1,1,1,1,1,0,0
BUCURESTI,0,0.0127187273323463,3,1,1,2,1,0,0,0,1,1,0,0
BUCURESTI,0,0.0127187273323463,32,3,3,1,0,0,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,71,3,3,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,32,3,1,4,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,11,3,1,2,1,1,1,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,8,2,1,3,,,,,,,0,0
BUCURESTI,0,0.0127187273323463,60,3,3,1,1,1,1,1,1,1,0,0
PRAHOVA,0,0.023673371271132,25,1,1,2,1,0,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,11,1,3,2,1,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,25,2,1,3,,,,,,,0,0
BRASOV,0,0.00321409129212436,10,1,1,1,1,0,0,1,1,0,0,0
BUCURESTI,0,0.0127187273323463,10,3,3,1,0,0,0,0,1,0,0,0
GALATI,0,0.00635418635418635,50,3,3,2,1,0,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,6,3,3,2,1,1,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,0,3,1,1,1,1,0,0,1,0,0,0
BRASOV,0,0.00321409129212436,36,1,4,2,0,1,1,1,1,0,0,0
BUCURESTI,0,0.0127187273323463,6,2,3,2,1,0,0,0,0,0,0,0
BUCURESTI,0,0.0127187273323463,0,2,1,2,1,1,0,0,0,0,0,0
SIBIU,0,0.00387084962533837,23,1,3,2,1,1,0,0,1,1,0,0
BUCURESTI,0,0.0127187273323463,25,2,1,1,0,1,1,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,31,1,1,2,0,1,0,0,1,0,0,0
BUCURESTI,0,0.0127187273323463,22,1,1,2,1,0,0,0,1,1,0,0
BUCURESTI,0,0.0127187273323463,20,3,3,2,1,1,1,0,1,0,0,0
BRASOV,0,0.00321409129212436,30,2,1,2,1,1,0,1,0,0,0,0
BUCURESTI,0,0.0127187273323463,20,2,1,2,1,1,0,0,1,0,0,0
BRASOV,0,0.00321409129212436,15,3,3,3,,,,,,,0,0
GALATI,0,0.00635418635418635,91,1,1,1,1,0,0,0,0,0,0,0
PRAHOVA,0,0.023673371271132,40,2,3,2,0,0,0,0,1,0,0,0
BRASOV,0,0.00321409129212436,58,3,1,2,0,0,0,0,0,0,0,0
PRAHOVA,0,0.023673371271132,50,1,3,2,0,1,0,0,1,0,0,0
BRASOV,0,0.00321409129212436,43,1,3,2,1,0,1,0,0,0,0,0
ARGES,0,0.0171872273599721,13,3,1,4,,,,,,,0,0
ARGES,0,0.0171872273599721,81,1,2,2,0,0,0,0,1,0,0,0
IALOMITA,0,0.0542822300741065,28,1,3,2,1,1,1,1,1,1,0,0
